keyword,c1,c2,c3,c4,c5,c6,c7,c8,cluster_product_name,item_count,min_price,median_price,average_price,max_price,sample_tokenized_names,sample_normalized_names,sample_original_names
갤럭시,리퍼,급,갤럭시,s10,5g,실버,무,잔상,리퍼 급 갤럭시 s10 5g 실버 무 잔상,1,175000,175000.0,175000.0,175000,리퍼 급 갤럭시 s10 5g 실버 무 잔상 무기스 대구 폰 부산 폰,리퍼급 갤럭시 s105g 실버 무잔상 무기스 대구 폰 부산 폰,리퍼급 갤럭시  S105G 실버 무잔상 무기스 대구중고폰 부산중고폰
갤럭시,삼성,갤럭시z플립3,무잔상,정상해지,단말기,할인,가능,,삼성 갤럭시z플립3 무잔상 정상해지 단말기 할인 가능,1,175000,175000.0,175000.0,175000,삼성 갤럭시z플립3 무잔상 정상해지 단말기 할인 가능,삼성 갤럭시z플립3무잔상 정상해지단말기 할인가능,삼성 갤럭시Z플립3무잔상 판매 정상해지단말기 할인가능
갤럭시,상태,최상,삼성,갤럭시,버즈,3,프로,화이트,상태 최상 삼성 갤럭시 버즈 3 프로 화이트,1,175000,175000.0,175000.0,175000,상태 최상 삼성 갤럭시 버즈 3 프로 화이트,상태 최상 삼성 갤럭시 버즈3 프로 화이트,[상태 최상/풀박스] 삼성 갤럭시 버즈3 프로 화이트 판매합니다
갤럭시,갤럭시,버디4,a16,6,라이트,그레이,울산,폰,갤럭시 버디4 a16 6 라이트 그레이 울산 폰,1,176000,176000.0,176000.0,176000,갤럭시 버디4 a16 6 라이트 그레이 울산 폰,갤럭시버디4 a166 라이트그레이 울산 폰,갤럭시버디4 (A166) 128GB 라이트그레이 - 울산중고폰
갤럭시,갤럭시,점프4,그린,실사용,6개월,공기,계,,갤럭시 점프4 그린 실사용 6개월 공기 계,1,176000,176000.0,176000.0,176000,갤럭시 점프4 그린 실사용 6개월 공기 계,갤럭시점프4 그린 실사용 6개월 공기계,갤럭시점프4 그린 128GB 실사용 6개월 공기계 팝니다 314924
갤럭시,갤럭시,노트20,울트라,미스틱,브론즈,부산,폰,영천,갤럭시 노트20 울트라 미스틱 브론즈 부산 폰 영천,1,178000,178000.0,178000.0,178000,갤럭시 노트20 울트라 미스틱 브론즈 부산 폰 영천 폰,갤럭시 노트20울트라 미스틱브론즈 부산 폰 영천 폰,갤럭시 노트20울트라 256GB 미스틱브론즈 부산중고폰  영천중고폰
갤럭시,갤럭시s2,2,256,기가,퍼플,부산,폰,0,갤럭시s2 2 256 기가 퍼플 부산 폰 0,1,179000,179000.0,179000.0,179000,갤럭시s2 2 256 기가 퍼플 부산 폰 0 24 36 대구 포항 구미,갤럭시s22 256기가 퍼플 부산 폰 02436 대구 포항 구미,갤럭시S22 256기가 퍼플 부산중고폰 02436 대구 포항 구미
갤럭시,아이폰,se,스페이스,그레이,배터리,성능,100,카메라,아이폰 se 스페이스 그레이 배터리 성능 100 카메라,1,179000,179000.0,179000.0,179000,아이폰 se 스페이스 그레이 배터리 성능 100 카메라 무음,아이폰se 스페이스그레이 배터리성능100 카메라무음,아이폰SE 128G 스페이스그레이 배터리성능100% 카메라무음
갤럭시,a급,갤럭시,s10,e,128,기가,블랙,색상,a급 갤럭시 s10 e 128 기가 블랙 색상,1,180000,180000.0,180000.0,180000,a급 갤럭시 s10 e 128 기가 블랙 색상 정상해 지,a급갤럭시 s10e 128기가 블랙색상 정상해지,A급갤럭시 S10e 128기가 블랙색상 정상해지
갤럭시,sm,p,슈퍼,미니,프라,갤럭시,메가,,sm p 슈퍼 미니 프라 갤럭시 메가,1,180000,180000.0,180000.0,180000,sm p 슈퍼 미니 프라 갤럭시 메가,smp 슈퍼미니프라 갤럭시메가,smp(슈퍼미니프라)갤럭시메가 미개봉팝니다.
갤럭시,가면라이더,빌드,dx,머슬,갤럭시,풀보틀,,,가면라이더 빌드 dx 머슬 갤럭시 풀보틀,1,180000,180000.0,180000.0,180000,가면라이더 빌드 dx 머슬 갤럭시 풀보틀,가면라이더 빌드 dx 머슬갤럭시 풀보틀,가면라이더 빌드 dx 머슬갤럭시 풀보틀
갤럭시,갤럭시,a,15,라이트,블루,sk,무,잔상,갤럭시 a 15 라이트 블루 sk 무 잔상,1,180000,180000.0,180000.0,180000,갤럭시 a 15 라이트 블루 sk 무 잔상 폰,갤럭시 a15 라이트블루 sk 무잔상 폰,213924 갤럭시 A15 128GB 라이트블루 SK 무잔상 중고폰
갤럭시,갤럭시,s,21,256,기가,퍼플,합니당,,갤럭시 s 21 256 기가 퍼플 합니당,1,180000,180000.0,180000.0,180000,갤럭시 s 21 256 기가 퍼플 합니당,갤럭시 s21 256기가 퍼플 합니당,갤럭시 S21 256기가 퍼플 판매합니당!
갤럭시,갤럭시,s,21,바이올렛,바이올렛,정상,작동,18만,갤럭시 s 21 바이올렛 바이올렛 정상 작동 18만,1,180000,180000.0,180000.0,180000,갤럭시 s 21 바이올렛 바이올렛 정상 작동 18만 원에 싸게,갤럭시 s21 바이올렛 바이올렛 정상작동 18만원에 싸게,갤럭시 S21 256G 바이올렛 바이올렛 정상작동 18만원에 싸게 팝니다
갤럭시,갤럭시,s2,2,kt,무,잔상,테두리,흑점,갤럭시 s2 2 kt 무 잔상 테두리 흑점,1,180000,180000.0,180000.0,180000,갤럭시 s2 2 kt 무 잔상 테두리 흑점 1개 폰,갤럭시 s22 kt 무잔상 테두리 흑점 1개 폰,갤럭시 s22 256gb kt 무잔상 테두리 흑점 1개 폰 팝니다.
갤럭시,갤럭시,s20,플러스,,,,,,갤럭시 s20 플러스,1,180000,180000.0,180000.0,180000,갤럭시 s20 플러스,갤럭시 s20플러스,갤럭시 S20플러스
갤럭시,갤럭시,z,플립5,멍,,,,,갤럭시 z 플립5 멍,1,180000,180000.0,180000.0,180000,갤럭시 z 플립5 멍,갤럭시 z플립5 멍,갤럭시 z플립5 멍
갤럭시,갤럭시,노트,20,256,기가,미스틱,브론즈,해용,갤럭시 노트 20 256 기가 미스틱 브론즈 해용,1,180000,180000.0,180000.0,180000,갤럭시 노트 20 256 기가 미스틱 브론즈 해용,갤럭시 노트20 256기가 미스틱브론즈 해용,갤럭시 노트20 256기가 미스틱브론즈 판매해용!!
갤럭시,갤럭시,노트,20,그레이,정상해,지,,,갤럭시 노트 20 그레이 정상해 지,1,180000,180000.0,180000.0,180000,갤럭시 노트 20 그레이 정상해 지,갤럭시 노트20 그레이 정상해지,갤럭시 노트20 256GB 그레이 정상해지 판매합니다
갤럭시,갤럭시,버디,4,128,기가,블랙,,,갤럭시 버디 4 128 기가 블랙,1,180000,180000.0,180000.0,180000,갤럭시 버디 4 128 기가 블랙,갤럭시 버디4 128기가 블랙,갤럭시 버디4 128기가 블랙 판매
갤럭시,갤럭시,퀀텀4,,,,,,,갤럭시 퀀텀4,1,180000,180000.0,180000.0,180000,갤럭시 퀀텀4,갤럭시퀀텀4,갤럭시퀀텀4
갤럭시,갤럭시,탭,s9,wi,fi,화면x,전원o,,갤럭시 탭 s9 wi fi 화면x 전원o,1,180000,180000.0,180000.0,180000,갤럭시 탭 s9 wi fi 화면x 전원o,갤럭시탭 s9 wifi 화면x 전원o,갤럭시탭 S9 WIFI 128G 화면X 전원O
갤럭시,갤럭시a,33,화이트,128,기가,,,,갤럭시a 33 화이트 128 기가,1,180000,180000.0,180000.0,180000,갤럭시a 33 화이트 128 기가,갤럭시a33 화이트 128기가,갤럭시A33 화이트 128기가 판매합니다
갤럭시,갤럭시s2,0,그레이,g981,깨끗,한,무,잔상,갤럭시s2 0 그레이 g981 깨끗 한 무 잔상,1,180000,180000.0,180000.0,180000,갤럭시s2 0 그레이 g981 깨끗 한 무 잔상,갤럭시s20 그레이 g981 깨끗한 무잔상,갤럭시S20 5G 128G 그레이(G981) 깨끗한 무잔상 판매합니다
갤럭시,갤럭시s2,0,플러스,자급제,,,,,갤럭시s2 0 플러스 자급제,1,180000,180000.0,180000.0,180000,갤럭시s2 0 플러스 자급제,갤럭시s20 플러스 자급제,갤럭시s20 플러스 자급제 판매합니다
갤럭시,보증,30,일,갤럭시s2,1,핑크,a급,즉시사용,보증 30 일 갤럭시s2 1 핑크 a급 즉시사용,1,180000,180000.0,180000.0,180000,보증 30 일 갤럭시s2 1 핑크 a급 즉시사용,보증30일 갤럭시s21 핑크 a급 즉시사용,보증30일/갤럭시S21 256G 핑크 A급/즉시사용
갤럭시,보증,30,일,갤럭시s2,1,핑크,골드,a급,보증 30 일 갤럭시s2 1 핑크 골드 a급,1,180000,180000.0,180000.0,180000,보증 30 일 갤럭시s2 1 핑크 골드 a급 즉시사용,보증30일 갤럭시s21 핑크골드 a급 즉시사용,보증30일/갤럭시S21 256G 핑크골드 A급!/즉시사용
갤럭시,부산,폰,갤럭시와이드,8,블랙,128,기가,상태,부산 폰 갤럭시와이드 8 블랙 128 기가 상태,1,180000,180000.0,180000.0,180000,부산 폰 갤럭시와이드 8 블랙 128 기가 상태 최상,부산 폰 갤럭시와이드8 블랙 128기가 상태최상,(부산중고폰) 갤럭시와이드8 블랙 128기가 상태최상 판매해요
갤럭시,삼성,갤럭시,s,21,,,,,삼성 갤럭시 s 21,1,180000,180000.0,180000.0,180000,삼성 갤럭시 s 21,삼성 갤럭시 s21,삼성 갤럭시 S21
갤럭시,새제품,급,기스조차,없는,삼성,갤럭시,a,23,새제품 급 기스조차 없는 삼성 갤럭시 a 23,1,180000,180000.0,180000.0,180000,새제품 급 기스조차 없는 삼성 갤럭시 a 23 블랙,새제품급 기스조차 없는 삼성 갤럭시 a23 블랙,새제품급 기스조차 없는 삼성 갤럭시 A23 128GB 블랙
갤럭시,새폰,급,갤럭시,와이드,8,그린,m166,,새폰 급 갤럭시 와이드 8 그린 m166,1,180000,180000.0,180000.0,180000,새폰 급 갤럭시 와이드 8 그린 m166,새폰급 갤럭시 와이드8 그린 m166,새폰급 갤럭시 와이드8 128G 그린 판매해요 M166
갤럭시,품절,상품,올,블랙,아이더,덕다운,패딩,가저가세요,품절 상품 올 블랙 아이더 덕다운 패딩 가저가세요,1,180000,180000.0,180000.0,180000,품절 상품 올 블랙 아이더 덕다운 패딩 가저가세요 교신,품절 상품 올 블랙 아이더 덕다운 패딩 가저가세요 교신,품절 상품 올 블랙 아이더 덕다운 패딩 가저가세요 교신ㅇ
갤럭시,삼성,s,21,라벤더,퍼플,a급,,,삼성 s 21 라벤더 퍼플 a급,1,184000,184000.0,184000.0,184000,삼성 s 21 라벤더 퍼플 a급,삼성 s21 라벤더퍼플 a급,삼성 S21 256gb 라벤더퍼플 A급
갤럭시,새,액정,급,갤럭시,버디4,128,기가,골드,새 액정 급 갤럭시 버디4 128 기가 골드,1,184000,184000.0,184000.0,184000,새 액정 급 갤럭시 버디4 128 기가 골드 부산 폰,새액정 급 갤럭시버디4 128기가 골드 부산 폰,(새액정) 새상품급. 갤럭시버디4 128기가 골드 부산중고폰 02329
갤럭시,갤럭시,a,34,a34,6,128,기가,라임,갤럭시 a 34 a34 6 128 기가 라임,1,185000,185000.0,185000.0,185000,갤럭시 a 34 a34 6 128 기가 라임 a급 듀얼심,갤럭시 a34 a346 128기가 라임 a급 듀얼심,갤럭시 A34 (A346) 128기가 라임 A급 듀얼심
갤럭시,갤럭시,z폴드4,512,기가,저렴,하게,,,갤럭시 z폴드4 512 기가 저렴 하게,1,185000,185000.0,185000.0,185000,갤럭시 z폴드4 512 기가 저렴 하게,갤럭시z폴드4 512기가 저렴하게,갤럭시Z폴드4. 512기가 저렴하게팝니다
갤럭시,갤럭시,z플립,3,크림,,,,,갤럭시 z플립 3 크림,1,185000,185000.0,185000.0,185000,갤럭시 z플립 3 크림,갤럭시 z플립3 크림,갤럭시 Z플립3 256GB 크림 [75844]
갤럭시,갤럭시,워치,6,클래식,47mm,실버,s급,,갤럭시 워치 6 클래식 47mm 실버 s급,1,185000,185000.0,185000.0,185000,갤럭시 워치 6 클래식 47mm 실버 s급,갤럭시 워치6 클래식 47mm 실버 s급,갤럭시 워치6 클래식 47mm 실버 s급
갤럭시,갤럭시s2,1,블랙,256,기가,,,,갤럭시s2 1 블랙 256 기가,1,185000,185000.0,185000.0,185000,갤럭시s2 1 블랙 256 기가,갤럭시s21 블랙 256기가,갤럭시s21 블랙 256기가 판매합니다
갤럭시,갤럭시s2,2,핑크,s9,01,깨끗,한,제품,갤럭시s2 2 핑크 s9 01 깨끗 한 제품,1,185000,185000.0,185000.0,185000,갤럭시s2 2 핑크 s9 01 깨끗 한 제품,갤럭시s22 핑크 s901 깨끗한 제품,갤럭시S22 5G 256G 핑크(S901) 깨끗한 제품 판매합니다
갤럭시,갤럭시z플립,3,그린,a급,,,,,갤럭시z플립 3 그린 a급,1,185000,185000.0,185000.0,185000,갤럭시z플립 3 그린 a급,갤럭시z플립3 그린 a급,갤럭시Z플립3 256G 그린 A급!
갤럭시,갤럭시z플립,3,크림,a급,,,,,갤럭시z플립 3 크림 a급,1,185000,185000.0,185000.0,185000,갤럭시z플립 3 크림 a급,갤럭시z플립3 크림 a급,(082) 갤럭시Z플립3 5G 256G 크림 A급
갤럭시,갤럭시버즈3,프로,새,제품,,,,,갤럭시버즈3 프로 새 제품,1,185000,185000.0,185000.0,185000,갤럭시버즈3 프로 새 제품,갤럭시버즈3프로 새제품,갤럭시버즈3프로 미개봉 새제품 판매합니다.
갤럭시,부산,폰,갤럭시z플립,3,라벤더,256,기가,공기,부산 폰 갤럭시z플립 3 라벤더 256 기가 공기,1,185000,185000.0,185000.0,185000,부산 폰 갤럭시z플립 3 라벤더 256 기가 공기 계,부산 폰 갤럭시z플립3 라벤더 256기가 공기계,(부산중고폰) 갤럭시z플립3 라벤더 256기가 공기계 판매해요
갤럭시,부산,폰,갤럭시와이드,8,라이트,핑크,128,기가,부산 폰 갤럭시와이드 8 라이트 핑크 128 기가,1,185000,185000.0,185000.0,185000,부산 폰 갤럭시와이드 8 라이트 핑크 128 기가 공기 계,부산 폰 갤럭시와이드8 라이트핑크 128기가 공기계,(부산중고폰) 갤럭시와이드8 라이트핑크 128기가 공기계 판매해요
갤럭시,삼성,갤럭시노트20,s,스마트,폰,,,,삼성 갤럭시노트20 s 스마트 폰,1,185000,185000.0,185000.0,185000,삼성 갤럭시노트20 s 스마트 폰,삼성 갤럭시노트20s 스마트폰,삼성 갤럭시노트20s 스마트폰
갤럭시,서울,갤럭시,노트,20,n981,브론즈,25,6,서울 갤럭시 노트 20 n981 브론즈 25 6,1,185000,185000.0,185000.0,185000,서울 갤럭시 노트 20 n981 브론즈 25 6 a급,서울 갤럭시 노트20 n981 브론즈 256 a급,서울 갤럭시 노트20 (N981) 브론즈 256 A급 팝니다.
갤럭시,특,s급,갤럭시,노트,20,브론즌,무,잔상,특 s급 갤럭시 노트 20 브론즌 무 잔상,1,185000,185000.0,185000.0,185000,특 s급 갤럭시 노트 20 브론즌 무 잔상 홍천 폰 홍대 폰,특s급 갤럭시 노트20 브론즌 무잔상 홍천 폰 홍대 폰,특S급 갤럭시 노트20 256GB 브론즌 무잔상  홍천중고폰 홍대중고폰
갤럭시,갤럭시,버디4,블랙,무,잔상,상태,좋은,18만,갤럭시 버디4 블랙 무 잔상 상태 좋은 18만,1,186000,186000.0,186000.0,186000,갤럭시 버디4 블랙 무 잔상 상태 좋은 18만 6천,갤럭시버디4 블랙 무잔상 상태좋은 18만6천,갤럭시버디4 블랙 128GB 무잔상 상태좋은 중고18만6천팝니다
갤럭시,갤럭시,퀀텀4,a546,화이트,무,잔상,a급,울산,갤럭시 퀀텀4 a546 화이트 무 잔상 a급 울산,1,187000,187000.0,187000.0,187000,갤럭시 퀀텀4 a546 화이트 무 잔상 a급 울산 폰,갤럭시퀀텀4 a546 화이트 무잔상 a급 울산 폰,갤럭시퀀텀4 (A546) 128GB 화이트 무잔상 A급 - 울산중고폰
갤럭시,갤럭시s2,1,g991,그레이,a급,울산,폰,,갤럭시s2 1 g991 그레이 a급 울산 폰,1,187000,187000.0,187000.0,187000,갤럭시s2 1 g991 그레이 a급 울산 폰,갤럭시s21 g991 그레이 a급 울산 폰,갤럭시S21 (G991) 256GB 그레이 A급 - 울산중고폰
갤럭시,갤럭시z플립,3,라벤더,부산,서면,폰,,,갤럭시z플립 3 라벤더 부산 서면 폰,1,187000,187000.0,187000.0,187000,갤럭시z플립 3 라벤더 부산 서면 폰,갤럭시z플립3 라벤더 부산 서면 폰,갤럭시Z플립3 256GB 라벤더 부산 서면 중고폰 팝니다 122049
갤럭시,갤럭시z플립,5,그라파이트,부산,서면,폰,,,갤럭시z플립 5 그라파이트 부산 서면 폰,1,187000,187000.0,187000.0,187000,갤럭시z플립 5 그라파이트 부산 서면 폰,갤럭시z플립5 그라파이트 부산 서면 폰,갤럭시Z플립5 그라파이트 256GB 부산 서면 중고폰 팝니다 11846
갤럭시,갤럭시s2,5,삼성,케어,소량,재고,,,갤럭시s2 5 삼성 케어 소량 재고,1,188900,188900.0,188900.0,188900,갤럭시s2 5 삼성 케어 소량 재고,갤럭시s25 삼성케어 소량재고,갤럭시s25[미개봉/정품/삼성케어]미개봉정품소량재고
갤럭시,제휴,카드,갤럭시s2,5,울트라,삼성,전자,,제휴 카드 갤럭시s2 5 울트라 삼성 전자,1,188900,188900.0,188900.0,188900,제휴 카드 갤럭시s2 5 울트라 삼성 전자,제휴카드 갤럭시s25 울트라 삼성전자,[제휴카드]갤럭시S25 울트라[삼성전자 새상품]
갤럭시,삼성,전자,갤럭시s24,플러스,갤럭시s24,울트라,s23,울트라,삼성 전자 갤럭시s24 플러스 갤럭시s24 울트라 s23 울트라,1,188980,188980.0,188980.0,188980,삼성 전자 갤럭시s24 플러스 갤럭시s24 울트라 s23 울트라 s23 플러스,삼성전자 갤럭시s24플러스 갤럭시s24울트라 s23울트라 s23플러스,"[삼성전자]갤럭시S24플러스(갤럭시S24울트라,S23울트라,S23플러스"
갤럭시,갤럭시,a,34,s급,,,,,갤럭시 a 34 s급,1,189000,189000.0,189000.0,189000,갤럭시 a 34 s급,갤럭시 a34 s급,갤럭시 A34 128g S급
갤럭시,갤럭시,a53,s급,,,,,,갤럭시 a53 s급,1,189000,189000.0,189000.0,189000,갤럭시 a53 s급,갤럭시 a53 s급,갤럭시 A53 128g S급
갤럭시,아이폰,12,미니,블루,,,,,아이폰 12 미니 블루,1,189000,189000.0,189000.0,189000,아이폰 12 미니 블루,아이폰12미니 블루,아이폰12미니 128G 블루
갤럭시,완납폰,제휴카드,x,갤럭시z플립,6,쓰던,유신,그대로,완납폰 제휴카드 x 갤럭시z플립 6 쓰던 유신 그대로,1,189000,189000.0,189000.0,189000,완납폰 제휴카드 x 갤럭시z플립 6 쓰던 유신 그대로 교체,완납폰 제휴카드x 갤럭시z플립6 쓰던 유신 그대로 교체,[새상품/완납폰/제휴카드X]갤럭시Z플립6 쓰던 유신 그대로 교체
갤럭시,통신사,삼성,갤럭시s24,s24,fe,s24,플러스,s24,통신사 삼성 갤럭시s24 s24 fe s24 플러스 s24,1,189000,189000.0,189000.0,189000,통신사 삼성 갤럭시s24 s24 fe s24 플러스 s24 울트라,통신사 삼성갤럭시s24 s24fe s24플러스 s24울트라,[새상품/통신사]삼성갤럭시S24/S24FE/S24플러스/S24울트라
갤럭시,삼성,전자,갤럭시s2,4,마지막,재고정리,,,삼성 전자 갤럭시s2 4 마지막 재고정리,1,189800,189800.0,189800.0,189800,삼성 전자 갤럭시s2 4 마지막 재고정리,삼성전자 갤럭시s24 마지막 재고정리,[삼성전자]갤럭시S24 마지막 재고정리
갤럭시,na,bu,개인결제창,갤럭시s2,6,,,,na bu 개인결제창 갤럭시s2 6,1,190000,190000.0,190000.0,190000,na bu 개인결제창 갤럭시s2 6,na bu 개인결제창 갤럭시s26,na*BU 개인결제창 (갤럭시S26 256G)
갤럭시,갤럭시,a,17,s급,,,,,갤럭시 a 17 s급,1,190000,190000.0,190000.0,190000,갤럭시 a 17 s급,갤럭시 a17 s급,갤럭시 A17 S급
갤럭시,갤럭시,s,10,플러스,128,기가,블랙,,갤럭시 s 10 플러스 128 기가 블랙,1,190000,190000.0,190000.0,190000,갤럭시 s 10 플러스 128 기가 블랙,갤럭시 s10 플러스 128기가 블랙,갤럭시 S10+ 128기가 블랙 판매합니다ㅎㅎ
갤럭시,갤럭시,s,21,퍼플,b급,무,잔상,,갤럭시 s 21 퍼플 b급 무 잔상,1,190000,190000.0,190000.0,190000,갤럭시 s 21 퍼플 b급 무 잔상,갤럭시 s21 퍼플 b급 무잔상,갤럭시 S21 퍼플 B급 무잔상
갤럭시,갤럭시,s,21,화이트,256,기가,합니당,,갤럭시 s 21 화이트 256 기가 합니당,1,190000,190000.0,190000.0,190000,갤럭시 s 21 화이트 256 기가 합니당,갤럭시 s21 화이트 256기가 합니당,갤럭시 S21 5G 화이트 256기가 판매합니당!
갤럭시,갤럭시,z,폴드,4,공기,계,외부화면,정상,갤럭시 z 폴드 4 공기 계 외부화면 정상,1,190000,190000.0,190000.0,190000,갤럭시 z 폴드 4 공기 계 외부화면 정상 내부 액정 파손,갤럭시 z 폴드4 공기계 외부화면 정상 내부액정 파손,갤럭시 Z 폴드4 256GB 공기계 판매 외부화면 정상 / 내부액정 파손
갤럭시,갤럭시,z,플립5,멍,사진참조,,,,갤럭시 z 플립5 멍 사진참조,1,190000,190000.0,190000.0,190000,갤럭시 z 플립5 멍 사진참조,갤럭시 z플립5 멍 사진참조,갤럭시 z플립5 멍 512G 사진참조
갤럭시,갤럭시,z,플립5,민트,,,,,갤럭시 z 플립5 민트,1,190000,190000.0,190000.0,190000,갤럭시 z 플립5 민트,갤럭시 z플립5 민트,갤럭시 Z플립5 512GB 민트
갤럭시,갤럭시,노트,7,fe,아님,n9,30,희귀폰,갤럭시 노트 7 fe 아님 n9 30 희귀폰,1,190000,190000.0,190000.0,190000,갤럭시 노트 7 fe 아님 n9 30 희귀폰,갤럭시 노트7 fe아님 n930 희귀폰,갤럭시 노트7 (FE아님) n930 희귀폰
갤럭시,갤럭시,노트10,레드,n971,깨끗,한,무,잔상,갤럭시 노트10 레드 n971 깨끗 한 무 잔상,1,190000,190000.0,190000.0,190000,갤럭시 노트10 레드 n971 깨끗 한 무 잔상,갤럭시노트10 레드 n971 깨끗한 무잔상,갤럭시노트10 5G 256G 레드(N971) 깨끗한 무잔상 판매합니다
갤럭시,갤럭시,탭,a,11,sm,x,13,3,갤럭시 탭 a 11 sm x 13 3,1,190000,190000.0,190000.0,190000,갤럭시 탭 a 11 sm x 13 3 국내정발판 s급,갤럭시탭 a11 sm x133 국내정발판 s급,갤럭시탭 a11 sm-x133 국내정발판 s급 팝니다
갤럭시,갤럭시a,34,128,기가,블랙,색상,,,갤럭시a 34 128 기가 블랙 색상,1,190000,190000.0,190000.0,190000,갤럭시a 34 128 기가 블랙 색상,갤럭시a34 128기가 블랙색상,갤럭시A34 128기가 블랙색상
갤럭시,갤럭시s2,1,퍼플,a급,,,,,갤럭시s2 1 퍼플 a급,1,190000,190000.0,190000.0,190000,갤럭시s2 1 퍼플 a급,갤럭시s21 퍼플 a급,(070) 갤럭시S21 5G 256G 퍼플 A급
갤럭시,갤럭시s2,4,fe,전,색상,삼성,전자,삼케플,갤럭시s2 4 fe 전 색상 삼성 전자 삼케플,1,190000,190000.0,190000.0,190000,갤럭시s2 4 fe 전 색상 삼성 전자 삼케플,갤럭시s24 fe 전색상 삼성전자 삼케플,갤럭시S24/FE/미개봉/전색상/새상품/삼성전자/정품/삼케플
갤럭시,갤럭시z플립,4,무,잔상,퍼플,,,,갤럭시z플립 4 무 잔상 퍼플,1,190000,190000.0,190000.0,190000,갤럭시z플립 4 무 잔상 퍼플,갤럭시z플립4 무잔상 퍼플,갤럭시Z플립4 256G 무잔상 퍼플 59636
갤럭시,갤럭시북,고,3,,,,,,갤럭시북 고 3,1,190000,190000.0,190000.0,190000,갤럭시북 고 3,갤럭시북고 3,갤럭시북고 3
갤럭시,갤럭시워치,7,44mm,,,,,,갤럭시워치 7 44mm,1,190000,190000.0,190000.0,190000,갤럭시워치 7 44mm,갤럭시워치7 44mm,갤럭시워치7 44mm
갤럭시,미사용,갤럭시s25,플러스,재고정리,할인,23,24,26,미사용 갤럭시s25 플러스 재고정리 할인 23 24 26,1,190000,190000.0,190000.0,190000,미사용 갤럭시s25 플러스 재고정리 할인 23 24 26 플립 7,미사용 갤럭시s25플러스 재고정리 할인 23 24 26 플립7,"[미사용/새상품]갤럭시S25플러스 재고정리 할인[23,24,26,플립7]"
갤럭시,미사용,갤럭시s26,플러스,재고정리,할인,23,24,25,미사용 갤럭시s26 플러스 재고정리 할인 23 24 25,1,190000,190000.0,190000.0,190000,미사용 갤럭시s26 플러스 재고정리 할인 23 24 25 플립 7,미사용 갤럭시s26플러스 재고정리 할인 23 24 25 플립7,"[미사용/새상품]갤럭시S26플러스 재고정리 할인[23,24,25,플립7]"
갤럭시,삼성,갤럭시,a16,128,기가,블랙,,,삼성 갤럭시 a16 128 기가 블랙,1,190000,190000.0,190000.0,190000,삼성 갤럭시 a16 128 기가 블랙,삼성 갤럭시 a16 128기가 블랙,삼성 갤럭시 A16 128기가 블랙 판매해요
갤럭시,삼성,갤럭시,노트,20,울트라,화이트,,,삼성 갤럭시 노트 20 울트라 화이트,1,190000,190000.0,190000.0,190000,삼성 갤럭시 노트 20 울트라 화이트,삼성 갤럭시 노트20 울트라 화이트,삼성 갤럭시 노트20 울트라 5G 화이트
갤럭시,삼성,갤럭시,카메라,화이트,풀,세트,,,삼성 갤럭시 카메라 화이트 풀 세트,1,190000,190000.0,190000.0,190000,삼성 갤럭시 카메라 화이트 풀 세트,삼성 갤럭시 카메라 화이트 풀세트,삼성 갤럭시 카메라 화이트 풀세트
갤럭시,삼성,갤럭시,퀀텀4,옐로우,색상,,,,삼성 갤럭시 퀀텀4 옐로우 색상,1,190000,190000.0,190000.0,190000,삼성 갤럭시 퀀텀4 옐로우 색상,삼성 갤럭시 퀀텀4 옐로우 색상,삼성 갤럭시 퀀텀4 옐로우 색상 팔아요
갤럭시,삼성,케어,갤럭시s2,6,,,,,삼성 케어 갤럭시s2 6,1,190000,190000.0,190000.0,190000,삼성 케어 갤럭시s2 6,삼성케어 갤럭시s26,"[미개봉,정품,새상품,삼성케어]갤럭시s26/256GB"
갤럭시,특가,갤럭시s25,엣지,미사용,선착순,한정,울트라,플립,특가 갤럭시s25 엣지 미사용 선착순 한정 울트라 플립,1,190000,190000.0,190000.0,190000,특가 갤럭시s25 엣지 미사용 선착순 한정 울트라 플립 23 24 26,특가 갤럭시s25엣지 미사용 선착순 한정 울트라 플립 23 24 26,특가 갤럭시S25엣지 미사용 선착순 한정판매 울트라/플립/23/24/26
갤럭시,갤럭시북4,pro,원신,호두,에디션,,,,갤럭시북4 pro 원신 호두 에디션,1,191480,191480.0,191480.0,191480,갤럭시북4 pro 원신 호두 에디션,갤럭시북4pro 원신 호두에디션,갤럭시북4pro 원신 호두에디션 팝니다
갤럭시,갤럭시,a,25,옐로우,sk,무,잔상,a,갤럭시 a 25 옐로우 sk 무 잔상 a,1,192000,192000.0,192000.0,192000,갤럭시 a 25 옐로우 sk 무 잔상 a a급 폰,갤럭시 a25 옐로우 sk 무잔상 aa급 폰,213818 갤럭시 A25 128GB 옐로우 SK 무잔상 AA급 중고폰
갤럭시,갤럭시,노트20,무,잔상,액정,무기스,깨끗,한,갤럭시 노트20 무 잔상 액정 무기스 깨끗 한,1,192000,192000.0,192000.0,192000,갤럭시 노트20 무 잔상 액정 무기스 깨끗 한 폰 공기 계,갤럭시노트20 무잔상 액정무기스 깨끗한 폰 공기계,갤럭시노트20 256G 무잔상 액정무기스 깨끗한 중고폰 공기계
